1372662000000.0,63.3
1372665600000.0,62.2
1372669200000.0,61.22
1372672800000.0,61.56
1372676400000.0,61.36
1372680000000.0,60.18
1372683600000.0,61.07
1372687200000.0,62.2
1372690800000.0,64.98
1372694400000.0,68.79
1372698000000.0,73.32
1372701600000.0,75.83
1372705200000.0,78.35
1372708800000.0,77.5
1372712400000.0,78.7
1372716000000.0,81.65
1372719600000.0,79.67
1372723200000.0,74.74
1372726800000.0,70.7
1372730400000.0,70.66
1372734000000.0,68.4
1372737600000.0,65.87
1372741200000.0,63.82
1372744800000.0,67.63
1372748400000.0,65.1
1372752000000.0,66.7
1372755600000.0,69.0
1372759200000.0,68.78
1372762800000.0,60.84
1372766400000.0,60.1
1372770000000.0,61.6
1372773600000.0,63.3
1372777200000.0,61.4
1372780800000.0,64.8
1372784400000.0,68.4
1372788000000.0,70.7
1372791600000.0,73.8
1372795200000.0,74.6
1372798800000.0,75.3
1372802400000.0,73.0
1372806000000.0,71.8
1372809600000.0,68.2
1372813200000.0,66.1
1372816800000.0,64.6
1372820400000.0,62.24
1372824000000.0,59.5
1372827600000.0,58.6
1372831200000.0,58.1
1372834800000.0,57.8
1372838400000.0,57.5
1372842000000.0,57.5
1372845600000.0,57.13
1372849200000.0,57.1
1372852800000.0,57.0
1372856400000.0,57.3
1372860000000.0,57.6
1372863600000.0,58.3
1372867200000.0,62.3
1372870800000.0,68.4
1372874400000.0,70.5
1372878000000.0,74.61
1372881600000.0,77.7
1372885200000.0,77.63
1372888800000.0,80.98
1372892400000.0,78.02
1372896000000.0,82.46
1372899600000.0,74.14
1372903200000.0,73.44
1372906800000.0,73.14
1372910400000.0,65.7
1372914000000.0,63.5
1372917600000.0,68.7
1372921200000.0,62.64
1372924800000.0,69.0
1372928400000.0,69.2
1372932000000.0,69.8
1372935600000.0,64.5
1372939200000.0,65.6
1372942800000.0,63.98
1372946400000.0,62.6
1372950000000.0,64.0
1372953600000.0,68.72
1372957200000.0,70.22
1372960800000.0,70.66
1372964400000.0,72.5
1372968000000.0,74.69
1372971600000.0,75.22
1372975200000.0,75.79
1372978800000.0,76.76
1372982400000.0,76.5
1372986000000.0,75.13
1372989600000.0,72.26
1372993200000.0,70.9
1372996800000.0,69.37
1373000400000.0,68.18
1373004000000.0,66.0
1373007600000.0,63.6
1373011200000.0,60.1
1373014800000.0,57.5
1373018400000.0,55.5
1373022000000.0,54.4
1373025600000.0,54.1
1373029200000.0,54.24
1373032800000.0,54.1
1373036400000.0,54.0
1373040000000.0,54.2
1373043600000.0,55.2
1373047200000.0,56.9
1373050800000.0,60.1
1373054400000.0,61.56
1373058000000.0,63.48
1373061600000.0,64.28
1373065200000.0,64.88
1373068800000.0,65.58
1373072400000.0,65.5
1373076000000.0,63.5
1373079600000.0,59.18
1373083200000.0,56.3
1373086800000.0,55.8
1373090400000.0,55.5
1373094000000.0,55.0
1373097600000.0,55.05
1373101200000.0,54.9
1373104800000.0,54.7
1373108400000.0,54.2
1373112000000.0,54.2
1373115600000.0,54.55
1373119200000.0,55.1
1373122800000.0,55.75
1373126400000.0,56.3
1373130000000.0,58.7
1373133600000.0,64.95
1373137200000.0,67.52
1373140800000.0,66.86
1373144400000.0,66.74
1373148000000.0,65.0
1373151600000.0,63.25
1373155200000.0,61.5
1373158800000.0,60.84
1373162400000.0,58.01
1373166000000.0,56.2
1373169600000.0,54.8
1373173200000.0,54.5
1373176800000.0,54.4
1373180400000.0,54.3
1373184000000.0,54.3
1373187600000.0,54.5
1373191200000.0,54.8
1373194800000.0,55.0
1373198400000.0,54.4
1373202000000.0,54.1
1373205600000.0,54.6
1373209200000.0,55.8
